arch/ia64/sn/include/pci/pcibus_provider_defs.h,include/asm-ia64/sn/pcibus_provider_defs.h,arch/ia64/include/asm/sn/pcibus_provider_defs.h
arch/ia64/sn/include/pci/pcidev.h,include/asm-ia64/sn/pcidev.h,arch/ia64/include/asm/sn/pcidev.h
arch/um/kernel/sys_call_table.c,arch/um/sys-x86_64/sys_call_table.c
arch/sparc64/kernel/prom.c,arch/sparc/kernel/prom_64.c
arch/sparc64/kernel/psycho_common.c,arch/sparc/kernel/psycho_common.c
arch/sparc64/kernel/psycho_common.h,arch/sparc/kernel/psycho_common.h
arch/sparc64/kernel/ptrace.c,arch/sparc/kernel/ptrace_64.c
arch/sparc64/kernel/reboot.c,arch/sparc/kernel/reboot.c
arch/sparc64/kernel/rtrap.S,arch/sparc/kernel/rtrap_64.S
arch/sparc64/kernel/sbus.c,arch/sparc/kernel/sbus.c
arch/sparc64/kernel/setup.c,arch/sparc/kernel/setup_64.c
arch/sparc64/kernel/signal32.c,arch/sparc/kernel/signal32.c
arch/sparc64/kernel/signal.c,arch/sparc/kernel/signal_64.c
arch/sparc64/kernel/smp.c,arch/sparc/kernel/smp_64.c
arch/sparc64/kernel/sparc64_ksyms.c,arch/sparc/kernel/sparc_ksyms_64.c
arch/sparc64/kernel/spiterrs.S,arch/sparc/kernel/spiterrs.S
arch/sparc64/kernel/sstate.c,arch/sparc/kernel/sstate.c
arch/sparc64/kernel/stacktrace.c,arch/sparc/kernel/stacktrace.c
arch/sparc64/kernel/starfire.c,arch/sparc/kernel/starfire.c
arch/sparc64/kernel/sun4v_ivec.S,arch/sparc/kernel/sun4v_ivec.S
arch/sparc64/kernel/sun4v_tlb_miss.S,arch/sparc/kernel/sun4v_tlb_miss.S
arch/sparc64/kernel/sys32.S,arch/sparc/kernel/sys32.S
arch/sparc64/kernel/sys_sparc32.c,arch/sparc/kernel/sys_sparc32.c
arch/sparc64/kernel/sys_sparc.c,arch/sparc/kernel/sys_sparc_64.c
arch/sparc64/kernel/syscalls.S,arch/sparc/kernel/syscalls.S
arch/sparc64/kernel/sysfs.c,arch/sparc/kernel/sysfs.c
arch/sparc64/kernel/systbls.h,arch/sparc/kernel/systbls.h
arch/sparc64/kernel/systbls.S,arch/sparc/kernel/systbls_64.S
arch/sparc64/kernel/time.c,arch/sparc/kernel/time_64.c
arch/sparc64/kernel/trampoline.S,arch/sparc/kernel/trampoline_64.S
arch/sparc64/kernel/traps.c,arch/sparc/kernel/traps_64.c
arch/sparc64/kernel/tsb.S,arch/sparc/kernel/tsb.S
arch/sparc64/kernel/ttable.S,arch/sparc/kernel/ttable.S,arch/sparc/kernel/ttable_64.S
arch/sparc64/kernel/una_asm.S,arch/sparc/kernel/una_asm_64.S
arch/sparc64/kernel/unaligned.c,arch/sparc/kernel/unaligned_64.c
arch/sparc64/kernel/us2e_cpufreq.c,arch/sparc/kernel/us2e_cpufreq.c,drivers/cpufreq/sparc-us2e-cpufreq.c
arch/sparc64/kernel/us3_cpufreq.c,arch/sparc/kernel/us3_cpufreq.c,drivers/cpufreq/sparc-us3-cpufreq.c
arch/sparc64/kernel/utrap.S,arch/sparc/kernel/utrap.S
arch/sparc64/kernel/vio.c,arch/sparc/kernel/vio.c
arch/sparc64/kernel/viohs.c,arch/sparc/kernel/viohs.c
arch/sparc64/kernel/visemul.c,arch/sparc/kernel/visemul.c
arch/sparc64/kernel/winfixup.S,arch/sparc/kernel/winfixup.S
arch/sparc/boot/piggyback.c,arch/sparc/boot/piggyback_32.c,arch/sparc/boot/piggyback.c
arch/sparc64/boot/piggyback.c,arch/sparc/boot/piggyback_64.c
kernel/trace/trace_bts.c,kernel/trace/trace_hw_branches.c
arch/arm/mach-s3c2410/clock.c,arch/arm/plat-s3c24xx/s3c2410-clock.c,arch/arm/mach-s3c24xx/clock-s3c2410.c
arch/arm/plat-s3c24xx/pwm-clock.c,arch/arm/plat-s3c/pwm-clock.c,arch/arm/plat-samsung/pwm-clock.c
drivers/misc/acer-wmi.c,drivers/platform/x86/acer-wmi.c
drivers/misc/asus-laptop.c,drivers/platform/x86/asus-laptop.c
drivers/misc/compal-laptop.c,drivers/platform/x86/compal-laptop.c
drivers/misc/eeepc-laptop.c,drivers/platform/x86/eeepc-laptop.c
drivers/misc/fujitsu-laptop.c,drivers/platform/x86/fujitsu-laptop.c
drivers/misc/hp-wmi.c,drivers/platform/x86/hp-wmi.c
drivers/misc/intel_menlow.c,drivers/platform/x86/intel_menlow.c
drivers/misc/msi-laptop.c,drivers/platform/x86/msi-laptop.c
drivers/misc/panasonic-laptop.c,drivers/platform/x86/panasonic-laptop.c
drivers/misc/tc1100-wmi.c,drivers/platform/x86/tc1100-wmi.c
drivers/acpi/asus_acpi.c,drivers/platform/x86/asus_acpi.c
drivers/acpi/toshiba_acpi.c,drivers/platform/x86/toshiba_acpi.c
drivers/acpi/wmi.c,drivers/platform/x86/wmi.c
arch/sh/lib/udivsi3-Os.S,arch/sh/lib/udivsi3_i4i-Os.S
arch/sh/boards/board-rsk7201.c,arch/sh/boards/mach-rsk/setup.c
arch/powerpc/xmon/setjmp.S,arch/powerpc/kernel/ppc_save_regs.S
drivers/media/video/empia/sharp/s921_core.c,drivers/media/dvb/frontends/s921_core.c
drivers/media/video/empia/sharp/s921_core.h,drivers/media/dvb/frontends/s921_core.h
drivers/media/video/empia/sharp/s921_module.c,drivers/media/dvb/frontends/s921_module.c
drivers/media/video/empia/sharp/s921_module.h,drivers/media/dvb/frontends/s921_module.h
drivers/media/video/empia/lgdt3304/lgdt3304.c,drivers/media/dvb/frontends/lgdt3304.c
drivers/media/video/empia/lgdt3304/lgdt3304.h,drivers/media/dvb/frontends/lgdt3304.h
drivers/media/video/compat_ioctl32.c,drivers/media/video/v4l2-compat-ioctl32.c,drivers/media/v4l2-core/v4l2-compat-ioctl32.c
include/linux/kmemtrace.h,include/trace/kmemtrace.h,include/trace/kmem.h,include/trace/events/kmem.h
arch/powerpc/kvm/booke_guest.c,arch/powerpc/kvm/booke.c
fs/dnotify.c,fs/notify/dnotify/dnotify.c
fs/inotify.c,fs/notify/inotify/inotify.c
fs/inotify_user.c,fs/notify/inotify/inotify_user.c
drivers/i2c/chips/tps65010.c,drivers/mfd/tps65010.c
drivers/i2c/chips/menelaus.c,drivers/mfd/menelaus.c
include/linux/quotaio_v1.h,fs/quotaio_v1.h,fs/quota/quotaio_v1.h
include/linux/quotaio_v2.h,fs/quotaio_v2.h,fs/quota/quotaio_v2.h
drivers/staging/winbond/linux/common.h,drivers/staging/winbond/common.h
drivers/staging/winbond/linux/sysdef.h,drivers/staging/winbond/sysdef.h
drivers/staging/winbond/linux/wb35reg.c,drivers/staging/winbond/wb35reg.c
drivers/staging/winbond/linux/wb35reg_f.h,drivers/staging/winbond/wb35reg_f.h
drivers/staging/winbond/linux/wb35reg_s.h,drivers/staging/winbond/wb35reg_s.h
drivers/staging/winbond/linux/wb35rx.c,drivers/staging/winbond/wb35rx.c
drivers/staging/winbond/linux/wb35rx_f.h,drivers/staging/winbond/wb35rx_f.h
drivers/staging/winbond/linux/wb35rx_s.h,drivers/staging/winbond/wb35rx_s.h
drivers/staging/winbond/linux/wb35tx.c,drivers/staging/winbond/wb35tx.c
drivers/staging/winbond/linux/wb35tx_f.h,drivers/staging/winbond/wb35tx_f.h
drivers/staging/winbond/linux/wb35tx_s.h,drivers/staging/winbond/wb35tx_s.h
drivers/staging/winbond/linux/wbusb.c,drivers/staging/winbond/wbusb.c
drivers/staging/winbond/linux/wbusb_s.h,drivers/staging/winbond/wbusb_s.h
drivers/staging/wlan-ng/prism2_usb.c,drivers/staging/wlan-ng/prism2usb.c
drivers/staging/benet/fw/asyncmesg.h,drivers/staging/benet/asyncmesg.h
drivers/staging/benet/fw/be_cm.h,drivers/staging/benet/be_cm.h
drivers/staging/benet/fw/be_common.h,drivers/staging/benet/be_common.h
drivers/staging/benet/hwlib/bestatus.h,drivers/staging/benet/bestatus.h
drivers/staging/benet/fw/cev.h,drivers/staging/benet/cev.h
drivers/staging/benet/hwlib/cq.c,drivers/staging/benet/cq.c
drivers/staging/benet/fw/descriptors.h,drivers/staging/benet/descriptors.h
drivers/staging/benet/fw/doorbells.h,drivers/staging/benet/doorbells.h
drivers/staging/benet/fw/ep.h,drivers/staging/benet/ep.h
drivers/staging/benet/hwlib/eq.c,drivers/staging/benet/eq.c
drivers/staging/benet/hwlib/eth.c,drivers/staging/benet/eth.c
drivers/staging/benet/fw/etx_context.h,drivers/staging/benet/etx_context.h
drivers/staging/benet/hwlib/funcobj.c,drivers/staging/benet/funcobj.c
drivers/staging/benet/fw/fwcmd_common.h,drivers/staging/benet/fwcmd_common.h
drivers/staging/benet/fw/fwcmd_common_bmap.h,drivers/staging/benet/fwcmd_common_bmap.h
drivers/staging/benet/fw/fwcmd_eth_bmap.h,drivers/staging/benet/fwcmd_eth_bmap.h
drivers/staging/benet/fw/fwcmd_hdr_bmap.h,drivers/staging/benet/fwcmd_hdr_bmap.h
drivers/staging/benet/fw/fwcmd_mcc.h,drivers/staging/benet/fwcmd_mcc.h
drivers/staging/benet/fw/fwcmd_opcodes.h,drivers/staging/benet/fwcmd_opcodes.h
drivers/staging/benet/fw/fwcmd_types_bmap.h,drivers/staging/benet/fwcmd_types_bmap.h
drivers/staging/benet/fw/host_struct.h,drivers/staging/benet/host_struct.h
drivers/staging/benet/hwlib/hwlib.h,drivers/staging/benet/hwlib.h
drivers/staging/benet/hwlib/mpu.c,drivers/staging/benet/mpu.c
drivers/staging/benet/fw/mpu.h,drivers/staging/benet/mpu.h
drivers/staging/benet/fw/mpu_context.h,drivers/staging/benet/mpu_context.h
drivers/staging/benet/fw/pcicfg.h,drivers/staging/benet/pcicfg.h
drivers/staging/benet/fw/post_codes.h,drivers/staging/benet/post_codes.h
drivers/staging/benet/fw/regmap.h,drivers/staging/benet/regmap.h
drivers/staging/android/android_timed_gpio.h,drivers/staging/android/timed_gpio.h
include/asm-avr32/syscalls.h,arch/avr32/include/asm/syscalls.h
arch/blackfin/mach-bf518/include/mach/mem_init.h,arch/blackfin/include/asm/mem_init.h
drivers/i2c/chips/isp1301_omap.c,drivers/usb/otg/isp1301_omap.c,drivers/usb/phy/isp1301_omap.c,drivers/usb/phy/phy-isp1301-omap.c
firmware/ihex2fw.c,scripts/ihex2fw.c,firmware/ihex2fw.c
drivers/acpi/dispatcher/dsfield.c,drivers/acpi/acpica/dsfield.c
drivers/acpi/dispatcher/dsinit.c,drivers/acpi/acpica/dsinit.c
drivers/acpi/dispatcher/dsmethod.c,drivers/acpi/acpica/dsmethod.c
drivers/acpi/dispatcher/dsmthdat.c,drivers/acpi/acpica/dsmthdat.c
drivers/acpi/dispatcher/dsobject.c,drivers/acpi/acpica/dsobject.c
drivers/acpi/dispatcher/dsopcode.c,drivers/acpi/acpica/dsopcode.c
drivers/acpi/dispatcher/dsutils.c,drivers/acpi/acpica/dsutils.c
drivers/acpi/dispatcher/dswexec.c,drivers/acpi/acpica/dswexec.c
drivers/acpi/dispatcher/dswload.c,drivers/acpi/acpica/dswload.c
drivers/acpi/dispatcher/dswscope.c,drivers/acpi/acpica/dswscope.c
drivers/acpi/dispatcher/dswstate.c,drivers/acpi/acpica/dswstate.c
drivers/acpi/events/evevent.c,drivers/acpi/acpica/evevent.c
drivers/acpi/events/evgpe.c,drivers/acpi/acpica/evgpe.c
drivers/acpi/events/evgpeblk.c,drivers/acpi/acpica/evgpeblk.c
drivers/acpi/events/evmisc.c,drivers/acpi/acpica/evmisc.c
drivers/acpi/events/evregion.c,drivers/acpi/acpica/evregion.c
drivers/acpi/events/evrgnini.c,drivers/acpi/acpica/evrgnini.c
drivers/acpi/events/evsci.c,drivers/acpi/acpica/evsci.c
drivers/acpi/events/evxface.c,drivers/acpi/acpica/evxface.c
drivers/acpi/events/evxfevnt.c,drivers/acpi/acpica/evxfevnt.c
drivers/acpi/events/evxfregn.c,drivers/acpi/acpica/evxfregn.c
drivers/acpi/executer/exconfig.c,drivers/acpi/acpica/exconfig.c
drivers/acpi/executer/exconvrt.c,drivers/acpi/acpica/exconvrt.c
drivers/acpi/executer/excreate.c,drivers/acpi/acpica/excreate.c
drivers/acpi/executer/exdump.c,drivers/acpi/acpica/exdump.c
drivers/acpi/executer/exfield.c,drivers/acpi/acpica/exfield.c
drivers/acpi/executer/exfldio.c,drivers/acpi/acpica/exfldio.c
drivers/acpi/executer/exmisc.c,drivers/acpi/acpica/exmisc.c
drivers/acpi/executer/exmutex.c,drivers/acpi/acpica/exmutex.c
drivers/acpi/executer/exnames.c,drivers/acpi/acpica/exnames.c
drivers/acpi/executer/exoparg1.c,drivers/acpi/acpica/exoparg1.c
drivers/acpi/executer/exoparg2.c,drivers/acpi/acpica/exoparg2.c
drivers/acpi/executer/exoparg3.c,drivers/acpi/acpica/exoparg3.c
drivers/acpi/executer/exoparg6.c,drivers/acpi/acpica/exoparg6.c
drivers/acpi/executer/exprep.c,drivers/acpi/acpica/exprep.c
drivers/acpi/executer/exregion.c,drivers/acpi/acpica/exregion.c
drivers/acpi/executer/exresnte.c,drivers/acpi/acpica/exresnte.c
drivers/acpi/executer/exresolv.c,drivers/acpi/acpica/exresolv.c
drivers/acpi/executer/exresop.c,drivers/acpi/acpica/exresop.c
drivers/acpi/executer/exstore.c,drivers/acpi/acpica/exstore.c
drivers/acpi/executer/exstoren.c,drivers/acpi/acpica/exstoren.c
drivers/acpi/executer/exstorob.c,drivers/acpi/acpica/exstorob.c
drivers/acpi/executer/exsystem.c,drivers/acpi/acpica/exsystem.c
drivers/acpi/executer/exutils.c,drivers/acpi/acpica/exutils.c
drivers/acpi/hardware/hwacpi.c,drivers/acpi/acpica/hwacpi.c
drivers/acpi/hardware/hwgpe.c,drivers/acpi/acpica/hwgpe.c
drivers/acpi/hardware/hwregs.c,drivers/acpi/acpica/hwregs.c
drivers/acpi/hardware/hwsleep.c,drivers/acpi/acpica/hwsleep.c
drivers/acpi/hardware/hwtimer.c,drivers/acpi/acpica/hwtimer.c
drivers/acpi/hardware/hwxface.c,drivers/acpi/acpica/hwxface.c
drivers/acpi/namespace/nsaccess.c,drivers/acpi/acpica/nsaccess.c
drivers/acpi/namespace/nsalloc.c,drivers/acpi/acpica/nsalloc.c
drivers/acpi/namespace/nsdump.c,drivers/acpi/acpica/nsdump.c
drivers/acpi/namespace/nsdumpdv.c,drivers/acpi/acpica/nsdumpdv.c
drivers/acpi/namespace/nseval.c,drivers/acpi/acpica/nseval.c
drivers/acpi/namespace/nsinit.c,drivers/acpi/acpica/nsinit.c
drivers/acpi/namespace/nsload.c,drivers/acpi/acpica/nsload.c
drivers/acpi/namespace/nsnames.c,drivers/acpi/acpica/nsnames.c
drivers/acpi/namespace/nsobject.c,drivers/acpi/acpica/nsobject.c
drivers/acpi/namespace/nsparse.c,drivers/acpi/acpica/nsparse.c
drivers/acpi/namespace/nspredef.c,drivers/acpi/acpica/nspredef.c
drivers/acpi/namespace/nssearch.c,drivers/acpi/acpica/nssearch.c
drivers/acpi/namespace/nsutils.c,drivers/acpi/acpica/nsutils.c
drivers/acpi/namespace/nswalk.c,drivers/acpi/acpica/nswalk.c
drivers/acpi/namespace/nsxfeval.c,drivers/acpi/acpica/nsxfeval.c
drivers/acpi/namespace/nsxfname.c,drivers/acpi/acpica/nsxfname.c
drivers/acpi/namespace/nsxfobj.c,drivers/acpi/acpica/nsxfobj.c
drivers/acpi/parser/psargs.c,drivers/acpi/acpica/psargs.c
drivers/acpi/parser/psloop.c,drivers/acpi/acpica/psloop.c
drivers/acpi/parser/psopcode.c,drivers/acpi/acpica/psopcode.c
drivers/acpi/parser/psparse.c,drivers/acpi/acpica/psparse.c
drivers/acpi/parser/psscope.c,drivers/acpi/acpica/psscope.c
drivers/acpi/parser/pstree.c,drivers/acpi/acpica/pstree.c
drivers/acpi/parser/psutils.c,drivers/acpi/acpica/psutils.c
drivers/acpi/parser/pswalk.c,drivers/acpi/acpica/pswalk.c
drivers/acpi/parser/psxface.c,drivers/acpi/acpica/psxface.c
drivers/acpi/resources/rsaddr.c,drivers/acpi/acpica/rsaddr.c
drivers/acpi/resources/rscalc.c,drivers/acpi/acpica/rscalc.c
drivers/acpi/resources/rscreate.c,drivers/acpi/acpica/rscreate.c
drivers/acpi/resources/rsdump.c,drivers/acpi/acpica/rsdump.c
drivers/acpi/resources/rsinfo.c,drivers/acpi/acpica/rsinfo.c
drivers/acpi/resources/rsio.c,drivers/acpi/acpica/rsio.c
drivers/acpi/resources/rsirq.c,drivers/acpi/acpica/rsirq.c
drivers/acpi/resources/rslist.c,drivers/acpi/acpica/rslist.c
drivers/acpi/resources/rsmemory.c,drivers/acpi/acpica/rsmemory.c
drivers/acpi/resources/rsmisc.c,drivers/acpi/acpica/rsmisc.c
drivers/acpi/resources/rsutils.c,drivers/acpi/acpica/rsutils.c
drivers/acpi/resources/rsxface.c,drivers/acpi/acpica/rsxface.c
drivers/acpi/tables/tbfadt.c,drivers/acpi/acpica/tbfadt.c
drivers/acpi/tables/tbfind.c,drivers/acpi/acpica/tbfind.c
drivers/acpi/tables/tbinstal.c,drivers/acpi/acpica/tbinstal.c
drivers/acpi/tables/tbutils.c,drivers/acpi/acpica/tbutils.c
drivers/acpi/tables/tbxface.c,drivers/acpi/acpica/tbxface.c
drivers/acpi/tables/tbxfroot.c,drivers/acpi/acpica/tbxfroot.c
drivers/acpi/utilities/utalloc.c,drivers/acpi/acpica/utalloc.c
drivers/acpi/utilities/utcopy.c,drivers/acpi/acpica/utcopy.c
drivers/acpi/utilities/utdebug.c,drivers/acpi/acpica/utdebug.c
drivers/acpi/utilities/utdelete.c,drivers/acpi/acpica/utdelete.c
drivers/acpi/utilities/uteval.c,drivers/acpi/acpica/uteval.c
drivers/acpi/utilities/utglobal.c,drivers/acpi/acpica/utglobal.c
drivers/acpi/utilities/utinit.c,drivers/acpi/acpica/utinit.c
drivers/acpi/utilities/utmath.c,drivers/acpi/acpica/utmath.c
drivers/acpi/utilities/utmisc.c,drivers/acpi/acpica/utmisc.c
drivers/acpi/utilities/utmutex.c,drivers/acpi/acpica/utmutex.c
drivers/acpi/utilities/utobject.c,drivers/acpi/acpica/utobject.c
drivers/acpi/utilities/utresrc.c,drivers/acpi/acpica/utresrc.c
drivers/acpi/utilities/utstate.c,drivers/acpi/acpica/utstate.c
drivers/acpi/utilities/utxface.c,drivers/acpi/acpica/utxface.c
drivers/acpi/sleep/main.c,drivers/acpi/main.c,drivers/acpi/sleep.c
drivers/acpi/sleep/proc.c,drivers/acpi/proc.c
drivers/acpi/sleep/sleep.h,drivers/acpi/sleep.h
drivers/acpi/sleep/wakeup.c,drivers/acpi/wakeup.c
include/acpi/accommon.h,drivers/acpi/acpica/accommon.h
include/acpi/acconfig.h,drivers/acpi/acpica/acconfig.h,include/acpi/acconfig.h
include/acpi/acdebug.h,drivers/acpi/acpica/acdebug.h
include/acpi/acdispat.h,drivers/acpi/acpica/acdispat.h
include/acpi/acevents.h,drivers/acpi/acpica/acevents.h
include/acpi/acglobal.h,drivers/acpi/acpica/acglobal.h
include/acpi/achware.h,drivers/acpi/acpica/achware.h
include/acpi/acinterp.h,drivers/acpi/acpica/acinterp.h
include/acpi/aclocal.h,drivers/acpi/acpica/aclocal.h
include/acpi/acmacros.h,drivers/acpi/acpica/acmacros.h
include/acpi/acnamesp.h,drivers/acpi/acpica/acnamesp.h
include/acpi/acobject.h,drivers/acpi/acpica/acobject.h
include/acpi/acopcode.h,drivers/acpi/acpica/acopcode.h
include/acpi/acparser.h,drivers/acpi/acpica/acparser.h
include/acpi/acpredef.h,drivers/acpi/acpica/acpredef.h
include/acpi/acresrc.h,drivers/acpi/acpica/acresrc.h
include/acpi/acstruct.h,drivers/acpi/acpica/acstruct.h
include/acpi/actables.h,drivers/acpi/acpica/actables.h
include/acpi/acutils.h,drivers/acpi/acpica/acutils.h
include/acpi/amlcode.h,drivers/acpi/acpica/amlcode.h
include/acpi/amlresrc.h,drivers/acpi/acpica/amlresrc.h
drivers/video/c2p.c,drivers/video/c2p_planar.c
drivers/i2c/chips/mcu_mpc8349emitx.c,arch/powerpc/platforms/83xx/mcu_mpc8349emitx.c
Documentation/controllers/cpuacct.txt,Documentation/cgroups/cpuacct.txt
Documentation/cpusets.txt,Documentation/cgroups/cpusets.txt
Documentation/controllers/devices.txt,Documentation/cgroups/devices.txt
Documentation/controllers/memcg_test.txt,Documentation/cgroups/memcg_test.txt
Documentation/controllers/memory.txt,Documentation/cgroups/memory.txt
Documentation/controllers/resource_counter.txt,Documentation/cgroups/resource_counter.txt
include/asm-m68k/Kbuild,arch/m68k/include/asm/Kbuild
include/asm-m68k/a.out-core.h,arch/m68k/include/asm/a.out-core.h
include/asm-m68k/a.out.h,arch/m68k/include/asm/a.out.h,arch/m68k/include/uapi/asm/a.out.h
include/asm-m68k/adb_iop.h,arch/m68k/include/asm/adb_iop.h
include/asm-m68k/amigahw.h,arch/m68k/include/asm/amigahw.h
include/asm-m68k/amigaints.h,arch/m68k/include/asm/amigaints.h
include/asm-m68k/amigayle.h,arch/m68k/include/asm/amigayle.h
include/asm-m68k/amipcmcia.h,arch/m68k/include/asm/amipcmcia.h
include/asm-m68k/apollodma.h,arch/m68k/include/asm/apollodma.h
include/asm-m68k/apollohw.h,arch/m68k/include/asm/apollohw.h
include/asm-m68k/atafd.h,arch/m68k/include/asm/atafd.h
include/asm-m68k/atafdreg.h,arch/m68k/include/asm/atafdreg.h
include/asm-m68k/atari_joystick.h,arch/m68k/include/asm/atari_joystick.h
include/asm-m68k/atari_stdma.h,arch/m68k/include/asm/atari_stdma.h
include/asm-m68k/atari_stram.h,arch/m68k/include/asm/atari_stram.h
include/asm-m68k/atarihw.h,arch/m68k/include/asm/atarihw.h
include/asm-m68k/atariints.h,arch/m68k/include/asm/atariints.h
include/asm-m68k/atarikb.h,arch/m68k/include/asm/atarikb.h
include/asm-m68k/atomic.h,arch/m68k/include/asm/atomic_mm.h
include/asm-m68k/bitops.h,arch/m68k/include/asm/bitops_mm.h
include/asm-m68k/blinken.h,arch/m68k/include/asm/blinken.h
include/asm-m68k/bootinfo.h,arch/m68k/include/asm/bootinfo_mm.h
include/asm-m68k/bug.h,arch/m68k/include/asm/bug_mm.h
include/asm-m68k/bugs.h,arch/m68k/include/asm/bugs_mm.h
include/asm-m68k/bvme6000hw.h,arch/m68k/include/asm/bvme6000hw.h
include/asm-m68k/byteorder.h,arch/m68k/include/asm/byteorder_mm.h
include/asm-m68k/cache.h,arch/m68k/include/asm/cache_mm.h
include/asm-m68k/cachectl.h,arch/m68k/include/asm/cachectl.h,arch/m68k/include/uapi/asm/cachectl.h
include/asm-m68k/cacheflush.h,arch/m68k/include/asm/cacheflush_mm.h
include/asm-m68k/checksum.h,arch/m68k/include/asm/checksum_mm.h
include/asm-m68k/contregs.h,arch/m68k/include/asm/contregs.h
include/asm-m68k/cputime.h,arch/m68k/include/asm/cputime.h
include/asm-m68k/current.h,arch/m68k/include/asm/current_mm.h
include/asm-m68k/delay.h,arch/m68k/include/asm/delay_mm.h
include/asm-m68k/div64.h,arch/m68k/include/asm/div64_mm.h
include/asm-m68k/dma-mapping.h,arch/m68k/include/asm/dma-mapping_mm.h
include/asm-m68k/dma.h,arch/m68k/include/asm/dma_mm.h
include/asm-m68k/dsp56k.h,arch/m68k/include/asm/dsp56k.h
include/asm-m68k/dvma.h,arch/m68k/include/asm/dvma.h
include/asm-m68k/elf.h,arch/m68k/include/asm/elf_mm.h
include/asm-m68k/entry.h,arch/m68k/include/asm/entry_mm.h
include/asm-m68k/errno.h,arch/m68k/include/asm/errno.h
include/asm-m68k/fb.h,arch/m68k/include/asm/fb_mm.h
include/asm-m68k/fbio.h,arch/m68k/include/asm/fbio.h
include/asm-m68k/fcntl.h,arch/m68k/include/asm/fcntl.h,arch/m68k/include/uapi/asm/fcntl.h
include/asm-m68k/floppy.h,arch/m68k/include/asm/floppy.h
include/asm-m68k/fpu.h,arch/m68k/include/asm/fpu_mm.h
include/asm-m68k/hardirq.h,arch/m68k/include/asm/hardirq_mm.h
include/asm-m68k/hp300hw.h,arch/m68k/include/asm/hp300hw.h
include/asm-m68k/hw_irq.h,arch/m68k/include/asm/hw_irq_mm.h
include/asm-m68k/hwtest.h,arch/m68k/include/asm/hwtest.h
include/asm-m68k/ide.h,arch/m68k/include/asm/ide.h
include/asm-m68k/idprom.h,arch/m68k/include/asm/idprom.h
include/asm-m68k/intersil.h,arch/m68k/include/asm/intersil.h
include/asm-m68k/io.h,arch/m68k/include/asm/io_mm.h
include/asm-m68k/ioctls.h,arch/m68k/include/asm/ioctls.h,arch/m68k/include/uapi/asm/ioctls.h
include/asm-m68k/ipcbuf.h,arch/m68k/include/asm/ipcbuf.h
include/asm-m68k/irq.h,arch/m68k/include/asm/irq_mm.h
include/asm-m68k/kmap_types.h,arch/m68k/include/asm/kmap_types_mm.h
include/asm-m68k/linkage.h,arch/m68k/include/asm/linkage.h
include/asm-m68k/local.h,arch/m68k/include/asm/local.h
include/asm-m68k/mac_asc.h,arch/m68k/include/asm/mac_asc.h
include/asm-m68k/mac_baboon.h,arch/m68k/include/asm/mac_baboon.h
include/asm-m68k/mac_iop.h,arch/m68k/include/asm/mac_iop.h
include/asm-m68k/mac_mouse.h,arch/m68k/include/asm/mac_mouse.h
include/asm-m68k/mac_oss.h,arch/m68k/include/asm/mac_oss.h
include/asm-m68k/mac_psc.h,arch/m68k/include/asm/mac_psc.h
include/asm-m68k/mac_via.h,arch/m68k/include/asm/mac_via.h
include/asm-m68k/machdep.h,arch/m68k/include/asm/machdep_mm.h
include/asm-m68k/machines.h,arch/m68k/include/asm/machines.h
include/asm-m68k/machw.h,arch/m68k/include/asm/machw.h
include/asm-m68k/macintosh.h,arch/m68k/include/asm/macintosh.h
include/asm-m68k/macints.h,arch/m68k/include/asm/macints.h
