include/asm-i386/ppcboot-i386.h,include/asm-i386/u-boot-i386.h,arch/i386/include/asm/u-boot-i386.h,arch/x86/include/asm/u-boot-x86.h
cpu/xscale/Makefile,cpu/pxa/Makefile,arch/arm/cpu/pxa/Makefile
cpu/xscale/config.mk,cpu/pxa/config.mk,arch/arm/cpu/pxa/config.mk
cpu/xscale/cpu.c,cpu/pxa/cpu.c,arch/arm/cpu/pxa/cpu.c,arch/arm/cpu/pxa/pxa2xx.c
cpu/xscale/i2c.c,cpu/pxa/i2c.c,arch/arm/cpu/pxa/i2c.c,drivers/i2c/mv_i2c.c
cpu/xscale/interrupts.c,cpu/pxa/interrupts.c,cpu/pxa/timer.c,arch/arm/cpu/pxa/timer.c
cpu/xscale/serial.c,cpu/pxa/serial.c,drivers/serial/serial_pxa.c
cpu/xscale/start.S,cpu/pxa/start.S,arch/arm/cpu/pxa/start.S
include/asm-arm/arch-xscale/bitfield.h,include/asm-arm/arch-pxa/bitfield.h,arch/arm/include/asm/arch-pxa/bitfield.h
include/asm-arm/arch-xscale/hardware.h,include/asm-arm/arch-pxa/hardware.h,arch/arm/include/asm/arch-pxa/hardware.h
lib_i386/ic/sc520.c,cpu/i386/sc520.c,cpu/i386/sc520/sc520.c,arch/i386/cpu/sc520/sc520.c,arch/x86/cpu/sc520/sc520.c
lib_i386/ic/sc520_asm.S,cpu/i386/sc520_asm.S,cpu/i386/sc520/sc520_asm.S,arch/i386/cpu/sc520/sc520_asm.S
lib_i386/ic/ali512x.c,drivers/ali512x.c,drivers/misc/ali512x.c
cpu/mpc8xx/status_led.c,drivers/status_led.c,drivers/misc/status_led.c
cpu/mips/serial.c,cpu/mips/asc_serial.c,arch/mips/cpu/asc_serial.c,arch/mips/cpu/mips32/asc_serial.c,arch/mips/cpu/mips32/incaip/asc_serial.c
cpu/mips/serial.h,cpu/mips/asc_serial.h,arch/mips/cpu/asc_serial.h,arch/mips/cpu/mips32/asc_serial.h,arch/mips/cpu/mips32/incaip/asc_serial.h
board/dk1c20/flash.c,board/altera/common/flash.c
board/samsung/dts/exynos5250-arndale.dts,arch/arm/dts/exynos5250-arndale.dts
board/samsung/dts/exynos5250-smdk5250.dts,arch/arm/dts/exynos5250-smdk5250.dts
board/samsung/dts/exynos5250-snow.dts,arch/arm/dts/exynos5250-snow.dts
board/samsung/dts/exynos5420-smdk5420.dts,arch/arm/dts/exynos5420-smdk5420.dts
board/nvidia/dts/tegra114-dalmore.dts,arch/arm/dts/tegra114-dalmore.dts
board/toradex/dts/tegra20-colibri_t20_iris.dts,arch/arm/dts/tegra20-colibri_t20_iris.dts,arch/arm/dts/tegra20-colibri.dts
board/avionic-design/dts/tegra20-tamonten.dtsi,arch/arm/dts/tegra20-tamonten.dtsi
board/nvidia/dts/tegra30-beaver.dts,arch/arm/dts/tegra30-beaver.dts
board/nvidia/dts/tegra30-cardhu.dts,arch/arm/dts/tegra30-cardhu.dts
board/avionic-design/dts/tegra30-tamonten.dtsi,arch/arm/dts/tegra30-tamonten.dtsi
board/avionic-design/dts/tegra30-tec-ng.dts,arch/arm/dts/tegra30-tec-ng.dts
board/xilinx/dts/zynq-microzed.dts,arch/arm/dts/zynq-microzed.dts
board/xilinx/dts/zynq-zc702.dts,arch/arm/dts/zynq-zc702.dts
board/xilinx/dts/zynq-zc706.dts,arch/arm/dts/zynq-zc706.dts
board/xilinx/dts/zynq-zc770-xm010.dts,arch/arm/dts/zynq-zc770-xm010.dts
board/xilinx/dts/zynq-zc770-xm012.dts,arch/arm/dts/zynq-zc770-xm012.dts
board/xilinx/dts/zynq-zc770-xm013.dts,arch/arm/dts/zynq-zc770-xm013.dts
board/xilinx/dts/zynq-zed.dts,arch/arm/dts/zynq-zed.dts
board/chromebook-x86/dts/link.dts,arch/x86/dts/link.dts
board/nvidia/dts/tegra124-venice2.dts,arch/arm/dts/tegra124-venice2.dts
board/freescale/t2080qds/Makefile,board/freescale/t208xqds/Makefile
board/freescale/t2080qds/ddr.c,board/freescale/t208xqds/ddr.c
board/freescale/t2080qds/ddr.h,board/freescale/t208xqds/ddr.h
board/freescale/t2080qds/eth_t2080qds.c,board/freescale/t208xqds/eth_t208xqds.c
board/freescale/t2080qds/law.c,board/freescale/t208xqds/law.c
board/freescale/t2080qds/pci.c,board/freescale/t208xqds/pci.c
board/freescale/t2080qds/t2080_rcw.cfg,board/freescale/t208xqds/t2080_rcw.cfg,board/freescale/t208xqds/t2080_nand_rcw.cfg
board/freescale/t2080qds/t2080_pbi.cfg,board/freescale/t208xqds/t208x_pbi.cfg
board/freescale/t2080qds/t2080qds.c,board/freescale/t208xqds/t208xqds.c
board/freescale/t2080qds/t2080qds.h,board/freescale/t208xqds/t208xqds.h
board/freescale/t2080qds/t2080qds_qixis.h,board/freescale/t208xqds/t208xqds_qixis.h
board/freescale/t2080qds/tlb.c,board/freescale/t208xqds/tlb.c
include/configs/T2080QDS.h,include/configs/T208xQDS.h
board/sheldon/simpc8313/config.mk,nand_spl/board/sheldon/simpc8313/config.mk
arch/arm/include/asm/omap_gpmc.h,include/linux/mtd/omap_gpmc.h
test/vboot/sign-configs.its,test/vboot/sign-configs-sha1.its,test/py/tests/vboot/sign-configs-sha1.its
test/vboot/sign-images.its,test/vboot/sign-images-sha1.its,test/py/tests/vboot/sign-images-sha1.its
arch/nds32/cpu/n1213/ag102/asm-offsets.c,arch/nds32/lib/asm-offsets.c
arch/x86/cpu/coreboot/asm-offsets.c,arch/x86/lib/asm-offsets.c
include/configs/T1040RDB.h,include/configs/T104xRDB.h
board/ids8247/Makefile,board/ids/ids8247/Makefile
board/ids8247/ids8247.c,board/ids/ids8247/ids8247.c
arch/arm/cpu/armv7/rmobile/cpu_info-r8a7790.c,arch/arm/cpu/armv7/rmobile/cpu_info-rcar.c,arch/arm/mach-rmobile/cpu_info-rcar.c,arch/arm/mach-renesas/cpu_info-rcar.c
board/sandbox/sandbox/sandbox.c,arch/sandbox/lib/sandbox.c,board/sandbox/sandbox/sandbox.c,board/sandbox/sandbox.c
board/siemens/dxr2/Makefile,board/siemens/draco/Makefile
board/siemens/dxr2/board.c,board/siemens/draco/board.c
board/siemens/dxr2/board.h,board/siemens/draco/board.h
board/siemens/dxr2/mux.c,board/siemens/draco/mux.c
board/sandbox/sandbox/Makefile,board/sandbox/Makefile
common/hush.c,common/cli_hush.c
include/hush.h,include/cli_hush.h
spl/Makefile,scripts/Makefile.spl,scripts/Makefile.xpl
include/rsa-checksum.h,include/u-boot/rsa-checksum.h,include/u-boot/hash-checksum.h
include/rsa.h,include/u-boot/rsa.h
include/sha1.h,include/u-boot/sha1.h
include/sha256.h,include/u-boot/sha256.h
arch/arm/include/asm/arch-keystone/emif_defs.h,arch/arm/include/asm/ti-common/davinci_nand.h
arch/arm/cpu/armv7/keystone/aemif.c,drivers/memory/ti-aemif.c
drivers/net/sunxi_wemac.c,drivers/net/sunxi_emac.c
arch/sandbox/include/asm/arch-sandbox/sound.h,arch/sandbox/include/asm/sound.h
board/gaisler/grsim/u-boot.lds,arch/sparc/cpu/leon3/u-boot.lds,arch/sparc/cpu/u-boot.lds
board/ti/k2hk_evm/Makefile,board/ti/ks2_evm/Makefile
board/ti/k2hk_evm/README,board/ti/ks2_evm/README_K2HK,board/ti/ks2_evm/README
board/ti/k2hk_evm/board.c,board/ti/ks2_evm/board.c
board/ti/k2hk_evm/ddr3.c,board/ti/ks2_evm/ddr3_k2hk.c
include/configs/tegra-common-ums.h,include/configs/tegra-common-usb-gadget.h
board/samsung/common/thor.c,board/samsung/common/gadget.c
doc/README.t4240qds,board/freescale/t4qds/README
include/nios2.h,arch/nios2/include/asm/nios2.h
board/highbank/Kconfig,arch/arm/cpu/armv7/highbank/Kconfig,arch/arm/mach-highbank/Kconfig
board/ip860/u-boot.lds,arch/powerpc/cpu/mpc8xx/u-boot.lds
include/configs/exynos4-dt.h,include/configs/exynos4-common.h
include/configs/exynos5-dt.h,include/configs/exynos5-common.h
include/configs/exynos5420.h,include/configs/exynos5420-common.h
arch/arm/include/asm/arch-keystone/keystone_nav.h,arch/arm/include/asm/ti-common/keystone_nav.h
arch/arm/cpu/armv7/keystone/keystone_nav.c,drivers/dma/keystone_nav.c
arch/arm/dts/dt-bindings/pinctrl/am33xx.h,include/dt-bindings/pinctrl/am33xx.h
arch/arm/dts/dt-bindings/pinctrl/omap.h,include/dt-bindings/pinctrl/omap.h
include/serial_mxc.h,include/dm/platform_data/serial_mxc.h
include/serial_pl01x.h,include/dm/platform_data/serial_pl01x.h
configs/Ippo_q8h_defconfig,configs/Ippo_q8h_v5_defconfig
arch/arm/cpu/armv7/uniphier/ph1-ld4/board_postclk_init.c,arch/arm/cpu/armv7/uniphier/board_postclk_init.c
arch/arm/cpu/armv7/sunxi/dram.c,arch/arm/cpu/armv7/sunxi/dram_sun4i.c,arch/arm/mach-sunxi/dram_sun4i.c
drivers/i2c/bfin-twi_i2c.c,drivers/i2c/adi_i2c.c
board/compulab/cm_fx6/imximage.cfg,arch/arm/imx-common/spl_sd.cfg,arch/arm/mach-imx/spl_sd.cfg
board/chromebook-x86/coreboot/Kconfig,board/coreboot/coreboot/Kconfig
board/chromebook-x86/coreboot/MAINTAINERS,board/coreboot/coreboot/MAINTAINERS
board/chromebook-x86/coreboot/Makefile,board/coreboot/coreboot/Makefile
board/chromebook-x86/coreboot/coreboot.c,board/coreboot/coreboot/coreboot.c
board/chromebook-x86/coreboot/coreboot_start.S,board/coreboot/coreboot/coreboot_start.S,board/coreboot/coreboot/start.S
board/broadcom/bcm958300k/Kconfig,board/broadcom/bcmcygnus/Kconfig
board/broadcom/bcm958622hr/Kconfig,board/broadcom/bcmnsp/Kconfig
include/configs/uniphier-common.h,include/configs/uniphier.h
board/raspberrypi/rpi_b/Kconfig,board/raspberrypi/rpi/Kconfig
board/raspberrypi/rpi_b/Makefile,board/raspberrypi/rpi/Makefile
board/raspberrypi/rpi_b/rpi_b.c,board/raspberrypi/rpi/rpi.c
include/configs/rpi_b.h,include/configs/rpi.h
arch/x86/dts/m12206a7_00000028.dtsi,arch/x86/dts/microcode/m12206a7_00000028.dtsi
arch/x86/dts/m12306a9_00000017.dtsi,arch/x86/dts/microcode/m12306a9_00000017.dtsi
drivers/serial/serial_coreboot.c,drivers/serial/serial_x86.c
arch/x86/dts/coreboot.dtsi,arch/x86/dts/serial.dtsi
arch/arc/cpu/arc700/u-boot.lds,arch/arc/cpu/u-boot.lds
arch/arc/cpu/arc700/cache.c,arch/arc/lib/cache.c
arch/arc/cpu/arc700/cpu.c,arch/arc/lib/cpu.c
arch/arc/cpu/arc700/interrupts.c,arch/arc/lib/interrupts.c
arch/arc/cpu/arc700/reset.c,arch/arc/lib/reset.c
arch/arc/cpu/arc700/timer.c,arch/arc/lib/timer.c
arch/arc/cpu/arc700/Makefile,arch/arc/cpu/arcv1/Makefile
arch/arc/cpu/arc700/config.mk,arch/arc/cpu/arcv1/config.mk
arch/arc/cpu/arc700/start.S,arch/arc/cpu/arcv1/start.S,arch/arc/lib/start.S
board/sunxi/dram_sun4i_360_1024_iow8.c,board/sunxi/dram_sun4i_auto.c
board/compulab/common/splash.c,common/splash_source.c
arch/mips/cpu/mips32/au1x00/Makefile,arch/mips/mach-au1x00/Makefile
arch/mips/cpu/mips32/au1x00/au1x00_ide.c,arch/mips/mach-au1x00/au1x00_ide.c
arch/mips/cpu/mips32/au1x00/config.mk,arch/mips/mach-au1x00/config.mk
arch/mips/cpu/mips64/cpu.c,arch/mips/cpu/cpu.c
arch/x86/include/asm/arch-queensbay/fsp/fsp_api.h,arch/x86/include/asm/fsp/fsp_api.h,arch/x86/include/asm/fsp1/fsp_api.h
arch/x86/include/asm/arch-queensbay/fsp/fsp_bootmode.h,arch/x86/include/asm/fsp/fsp_bootmode.h,arch/x86/include/asm/fsp1/fsp_bootmode.h,arch/x86/include/asm/fsp/fsp_bootmode.h
arch/x86/include/asm/arch-queensbay/fsp/fsp_ffs.h,arch/x86/include/asm/fsp/fsp_ffs.h,arch/x86/include/asm/fsp1/fsp_ffs.h
arch/x86/include/asm/arch-queensbay/fsp/fsp_fv.h,arch/x86/include/asm/fsp/fsp_fv.h,arch/x86/include/asm/fsp1/fsp_fv.h,arch/x86/include/asm/fsp/fsp_fv.h
arch/x86/include/asm/arch-queensbay/fsp/fsp_hob.h,arch/x86/include/asm/fsp/fsp_hob.h,arch/x86/include/asm/fsp1/fsp_hob.h,arch/x86/include/asm/fsp/fsp_hob.h
arch/x86/include/asm/arch-queensbay/fsp/fsp_infoheader.h,arch/x86/include/asm/fsp/fsp_infoheader.h,arch/x86/include/asm/fsp1/fsp_infoheader.h,arch/x86/include/asm/fsp/fsp_infoheader.h
arch/x86/include/asm/arch-queensbay/fsp/fsp_platform.h,arch/x86/include/asm/fsp/fsp_platform.h
arch/x86/include/asm/arch-queensbay/fsp/fsp_support.h,arch/x86/include/asm/fsp/fsp_support.h,arch/x86/include/asm/fsp1/fsp_support.h
arch/x86/include/asm/arch-queensbay/fsp/fsp_types.h,arch/x86/include/asm/fsp/fsp_types.h,arch/x86/include/asm/fsp1/fsp_types.h,arch/x86/include/asm/fsp/fsp_types.h,include/signatures.h
arch/x86/cpu/queensbay/fsp_support.c,arch/x86/lib/fsp/fsp_support.c,arch/x86/lib/fsp1/fsp_support.c
arch/x86/cpu/queensbay/tnc_car.S,arch/x86/lib/fsp/fsp_car.S,arch/x86/lib/fsp1/fsp_car.S
arch/x86/cpu/queensbay/tnc_dram.c,arch/x86/lib/fsp/fsp_dram.c,arch/x86/lib/fsp1/fsp_dram.c
arch/arm/cpu/at91-common/Makefile,arch/arm/mach-at91/Makefile
arch/arm/cpu/arm920t/at91/at91rm9200_devices.c,arch/arm/mach-at91/arm920t/at91rm9200_devices.c
arch/arm/cpu/arm920t/at91/clock.c,arch/arm/mach-at91/arm920t/clock.c
arch/arm/cpu/arm920t/at91/cpu.c,arch/arm/mach-at91/arm920t/cpu.c
arch/arm/cpu/arm926ejs/at91/at91sam9n12_devices.c,arch/arm/mach-at91/arm926ejs/at91sam9n12_devices.c
arch/arm/cpu/arm926ejs/at91/at91sam9x5_devices.c,arch/arm/mach-at91/arm926ejs/at91sam9x5_devices.c
arch/arm/cpu/arm926ejs/at91/eflash.c,arch/arm/mach-at91/arm926ejs/eflash.c
arch/arm/cpu/armv7/at91/Makefile,arch/arm/mach-at91/armv7/Makefile
arch/arm/cpu/armv7/at91/clock.c,arch/arm/mach-at91/armv7/clock.c
arch/arm/cpu/armv7/at91/cpu.c,arch/arm/mach-at91/armv7/cpu.c
arch/arm/cpu/armv7/at91/reset.c,arch/arm/mach-at91/armv7/reset.c
arch/arm/cpu/armv7/at91/sama5d3_devices.c,arch/arm/mach-at91/armv7/sama5d3_devices.c
arch/arm/cpu/armv7/at91/sama5d4_devices.c,arch/arm/mach-at91/armv7/sama5d4_devices.c
arch/arm/cpu/armv7/at91/timer.c,arch/arm/mach-at91/armv7/timer.c
arch/arm/cpu/at91-common/mpddrc.c,arch/arm/mach-at91/mpddrc.c
arch/arm/cpu/at91-common/phy.c,arch/arm/mach-at91/phy.c
arch/arm/cpu/at91-common/sdram.c,arch/arm/mach-at91/sdram.c
arch/arm/cpu/at91-common/spl.c,arch/arm/mach-at91/spl.c
arch/arm/cpu/at91-common/spl_at91.c,arch/arm/mach-at91/spl_at91.c
arch/arm/cpu/at91-common/spl_atmel.c,arch/arm/mach-at91/spl_atmel.c
arch/arm/cpu/at91-common/u-boot-spl.lds,arch/arm/mach-at91/u-boot-spl.lds,arch/arm/mach-at91/armv7/u-boot-spl.lds
arch/arm/cpu/armv7/tegra-common/Kconfig,arch/arm/mach-tegra/Kconfig
arch/arm/cpu/tegra-common/Makefile,arch/arm/mach-tegra/Makefile
arch/arm/cpu/tegra-common/cache.c,arch/arm/mach-tegra/cache.c
arch/arm/cpu/tegra-common/clock.c,arch/arm/mach-tegra/clock.c
arch/arm/cpu/arm720t/tegra-common/cpu.c,arch/arm/mach-tegra/cpu.c
arch/arm/cpu/tegra-common/pinmux-common.c,arch/arm/mach-tegra/pinmux-common.c,drivers/pinctrl/tegra/pinmux-common.c
arch/arm/cpu/tegra-common/powergate.c,arch/arm/mach-tegra/powergate.c
arch/arm/cpu/armv7/tegra114/Kconfig,arch/arm/mach-tegra/tegra114/Kconfig
arch/arm/cpu/tegra114-common/Makefile,arch/arm/mach-tegra/tegra114/Makefile
arch/arm/cpu/tegra114-common/clock.c,arch/arm/mach-tegra/tegra114/clock.c
arch/arm/cpu/arm720t/tegra114/cpu.c,arch/arm/mach-tegra/tegra114/cpu.c
arch/arm/cpu/tegra114-common/funcmux.c,arch/arm/mach-tegra/tegra114/funcmux.c,drivers/pinctrl/tegra/funcmux-tegra114.c
arch/arm/cpu/tegra114-common/pinmux.c,arch/arm/mach-tegra/tegra114/pinmux.c,drivers/pinctrl/tegra/pinmux-tegra114.c
arch/arm/cpu/armv7/tegra124/Kconfig,arch/arm/mach-tegra/tegra124/Kconfig
arch/arm/cpu/tegra124-common/Makefile,arch/arm/mach-tegra/tegra124/Makefile
arch/arm/cpu/tegra124-common/clock.c,arch/arm/mach-tegra/tegra124/clock.c
arch/arm/cpu/arm720t/tegra124/cpu.c,arch/arm/mach-tegra/tegra124/cpu.c
arch/arm/cpu/tegra124-common/funcmux.c,arch/arm/mach-tegra/tegra124/funcmux.c,drivers/pinctrl/tegra/funcmux-tegra124.c
arch/arm/cpu/tegra124-common/pinmux.c,arch/arm/mach-tegra/tegra124/pinmux.c,drivers/pinctrl/tegra/pinmux-tegra124.c
arch/arm/cpu/tegra124-common/xusb-padctl.c,arch/arm/mach-tegra/tegra124/xusb-padctl.c
arch/arm/cpu/armv7/tegra20/Kconfig,arch/arm/mach-tegra/tegra20/Kconfig
arch/arm/cpu/tegra20-common/Makefile,arch/arm/mach-tegra/tegra20/Makefile
arch/arm/cpu/arm720t/tegra20/cpu.c,arch/arm/mach-tegra/tegra20/cpu.c
arch/arm/cpu/armv7/tegra20/display.c,arch/arm/mach-tegra/tegra20/display.c
arch/arm/cpu/armv7/tegra20/pwm.c,arch/arm/mach-tegra/tegra20/pwm.c,arch/arm/mach-tegra/pwm.c
arch/arm/cpu/armv7/tegra30/Kconfig,arch/arm/mach-tegra/tegra30/Kconfig
arch/arm/cpu/tegra30-common/Makefile,arch/arm/mach-tegra/tegra30/Makefile
arch/arm/cpu/tegra30-common/clock.c,arch/arm/mach-tegra/tegra30/clock.c
arch/arm/cpu/arm720t/tegra30/cpu.c,arch/arm/mach-tegra/tegra30/cpu.c
arch/arm/cpu/tegra30-common/funcmux.c,arch/arm/mach-tegra/tegra30/funcmux.c,drivers/pinctrl/tegra/funcmux-tegra30.c
arch/arm/cpu/tegra30-common/pinmux.c,arch/arm/mach-tegra/tegra30/pinmux.c,drivers/pinctrl/tegra/pinmux-tegra30.c
arch/arm/cpu/tegra-common/vpr.c,arch/arm/mach-tegra/vpr.c,arch/arm/mach-tegra/gpu.c
arch/arm/cpu/tegra-common/xusb-padctl.c,arch/arm/mach-tegra/xusb-padctl.c,arch/arm/mach-tegra/xusb-padctl-dummy.c
arch/arm/cpu/arm926ejs/davinci/Kconfig,arch/arm/mach-davinci/Kconfig
arch/arm/cpu/arm926ejs/davinci/da830_pinmux.c,arch/arm/mach-davinci/da830_pinmux.c
arch/arm/cpu/arm926ejs/davinci/da850_pinmux.c,arch/arm/mach-davinci/da850_pinmux.c
arch/arm/cpu/arm926ejs/davinci/dm365_lowlevel.c,arch/arm/mach-davinci/dm365_lowlevel.c
arch/arm/cpu/arm926ejs/davinci/et1011c.c,arch/arm/mach-davinci/et1011c.c
arch/arm/cpu/arm926ejs/davinci/ksz8873.c,arch/arm/mach-davinci/ksz8873.c
arch/arm/cpu/arm926ejs/davinci/reset.c,arch/arm/mach-davinci/reset.c
arch/arm/cpu/arm926ejs/davinci/spl.c,arch/arm/mach-davinci/spl.c
arch/arm/cpu/arm926ejs/kirkwood/Kconfig,arch/arm/mach-kirkwood/Kconfig
arch/arm/cpu/arm926ejs/kirkwood/cache.c,arch/arm/mach-kirkwood/cache.c
arch/arm/cpu/arm926ejs/nomadik/Kconfig,arch/arm/mach-nomadik/Kconfig
arch/arm/cpu/armv7/highbank/Makefile,arch/arm/mach-highbank/Makefile
arch/arm/cpu/armv7/highbank/timer.c,arch/arm/mach-highbank/timer.c
arch/arm/cpu/arm926ejs/orion5x/Kconfig,arch/arm/mach-orion5x/Kconfig
arch/arm/cpu/arm926ejs/orion5x/Makefile,arch/arm/mach-orion5x/Makefile
arch/arm/cpu/arm926ejs/orion5x/cpu.c,arch/arm/mach-orion5x/cpu.c
arch/arm/cpu/arm926ejs/orion5x/dram.c,arch/arm/mach-orion5x/dram.c
arch/arm/cpu/arm926ejs/orion5x/lowlevel_init.S,arch/arm/mach-orion5x/lowlevel_init.S
arch/arm/cpu/arm926ejs/orion5x/timer.c,arch/arm/mach-orion5x/timer.c
arch/arm/cpu/arm926ejs/versatile/Kconfig,arch/arm/mach-versatile/Kconfig
arch/arm/cpu/armv7/keystone/Kconfig,arch/arm/mach-keystone/Kconfig
arch/arm/cpu/armv7/keystone/Makefile,arch/arm/mach-keystone/Makefile
arch/arm/cpu/armv7/keystone/clock-k2e.c,arch/arm/mach-keystone/clock-k2e.c
arch/arm/cpu/armv7/keystone/clock-k2hk.c,arch/arm/mach-keystone/clock-k2hk.c
arch/arm/cpu/armv7/keystone/clock-k2l.c,arch/arm/mach-keystone/clock-k2l.c
arch/arm/cpu/armv7/keystone/clock.c,arch/arm/mach-keystone/clock.c
arch/arm/cpu/armv7/keystone/cmd_clock.c,arch/arm/mach-keystone/cmd_clock.c
arch/arm/cpu/armv7/keystone/cmd_ddr3.c,arch/arm/mach-keystone/cmd_ddr3.c,cmd/ti/ddr3.c
arch/arm/cpu/armv7/keystone/cmd_mon.c,arch/arm/mach-keystone/cmd_mon.c
arch/arm/cpu/armv7/keystone/ddr3.c,arch/arm/mach-keystone/ddr3.c
arch/arm/cpu/armv7/keystone/init.c,arch/arm/mach-keystone/init.c
arch/arm/cpu/armv7/keystone/keystone.c,arch/arm/mach-keystone/keystone.c
arch/arm/cpu/armv7/keystone/msmc.c,arch/arm/mach-keystone/msmc.c
arch/arm/cpu/armv7/keystone/psc.c,arch/arm/mach-keystone/psc.c
arch/arm/include/asm/arch-at91/at91_dbu.h,arch/arm/mach-at91/include/mach/at91_dbu.h
arch/arm/include/asm/arch-at91/at91_eefc.h,arch/arm/mach-at91/include/mach/at91_eefc.h
arch/arm/include/asm/arch-at91/at91_gpbr.h,arch/arm/mach-at91/include/mach/at91_gpbr.h
arch/arm/include/asm/arch-at91/at91_rtt.h,arch/arm/mach-at91/include/mach/at91_rtt.h
arch/arm/include/asm/arch-at91/at91sam9x5.h,arch/arm/mach-at91/include/mach/at91sam9x5.h
arch/arm/include/asm/arch-at91/at91sam9x5_matrix.h,arch/arm/mach-at91/include/mach/at91sam9x5_matrix.h
arch/arm/include/asm/arch-at91/atmel_mpddrc.h,arch/arm/mach-at91/include/mach/atmel_mpddrc.h
arch/arm/include/asm/arch-at91/atmel_serial.h,arch/arm/mach-at91/include/mach/atmel_serial.h
arch/arm/include/asm/arch-at91/atmel_usba_udc.h,arch/arm/mach-at91/include/mach/atmel_usba_udc.h
arch/arm/include/asm/arch-at91/sama5_matrix.h,arch/arm/mach-at91/include/mach/sama5_matrix.h
arch/arm/include/asm/arch-at91/sama5_sfr.h,arch/arm/mach-at91/include/mach/sama5_sfr.h,arch/arm/mach-at91/include/mach/at91_sfr.h
arch/arm/include/asm/arch-at91/sama5d3.h,arch/arm/mach-at91/include/mach/sama5d3.h
arch/arm/include/asm/arch-at91/sama5d3_smc.h,arch/arm/mach-at91/include/mach/sama5d3_smc.h
arch/arm/include/asm/arch-at91/sama5d4.h,arch/arm/mach-at91/include/mach/sama5d4.h
arch/arm/include/asm/arch-davinci/aintc_defs.h,arch/arm/mach-davinci/include/mach/aintc_defs.h
arch/arm/include/asm/arch-davinci/ddr2_defs.h,arch/arm/mach-davinci/include/mach/ddr2_defs.h
arch/arm/include/asm/arch-davinci/dm365_lowlevel.h,arch/arm/mach-davinci/include/mach/dm365_lowlevel.h
arch/arm/include/asm/arch-davinci/pinmux_defs.h,arch/arm/mach-davinci/include/mach/pinmux_defs.h
arch/arm/include/asm/arch-davinci/pll_defs.h,arch/arm/mach-davinci/include/mach/pll_defs.h
arch/arm/include/asm/arch-davinci/psc_defs.h,arch/arm/mach-davinci/include/mach/psc_defs.h
arch/arm/include/asm/arch-davinci/sdmmc_defs.h,arch/arm/mach-davinci/include/mach/sdmmc_defs.h
arch/arm/include/asm/arch-davinci/syscfg_defs.h,arch/arm/mach-davinci/include/mach/syscfg_defs.h
arch/arm/include/asm/arch-davinci/timer_defs.h,arch/arm/mach-davinci/include/mach/timer_defs.h
arch/arm/include/asm/arch-kirkwood/config.h,arch/arm/mach-kirkwood/include/mach/config.h
arch/arm/include/asm/arch-orion5x/cpu.h,arch/arm/mach-orion5x/include/mach/cpu.h
arch/arm/include/asm/arch-orion5x/mv88f5182.h,arch/arm/mach-orion5x/include/mach/mv88f5182.h
arch/arm/include/asm/arch-orion5x/orion5x.h,arch/arm/mach-orion5x/include/mach/orion5x.h
arch/arm/include/asm/arch-keystone/clock-k2e.h,arch/arm/mach-keystone/include/mach/clock-k2e.h
arch/arm/include/asm/arch-keystone/clock-k2hk.h,arch/arm/mach-keystone/include/mach/clock-k2hk.h
arch/arm/include/asm/arch-keystone/clock-k2l.h,arch/arm/mach-keystone/include/mach/clock-k2l.h
arch/arm/include/asm/arch-keystone/clock.h,arch/arm/mach-keystone/include/mach/clock.h
arch/arm/include/asm/arch-keystone/clock_defs.h,arch/arm/mach-keystone/include/mach/clock_defs.h
arch/arm/include/asm/arch-keystone/ddr3.h,arch/arm/mach-keystone/include/mach/ddr3.h
arch/arm/include/asm/arch-keystone/hardware-k2e.h,arch/arm/mach-keystone/include/mach/hardware-k2e.h
arch/arm/include/asm/arch-keystone/hardware-k2hk.h,arch/arm/mach-keystone/include/mach/hardware-k2hk.h
arch/arm/include/asm/arch-keystone/hardware-k2l.h,arch/arm/mach-keystone/include/mach/hardware-k2l.h
arch/arm/include/asm/arch-keystone/hardware.h,arch/arm/mach-keystone/include/mach/hardware.h
arch/arm/include/asm/arch-keystone/i2c_defs.h,arch/arm/mach-keystone/include/mach/i2c_defs.h
arch/arm/include/asm/arch-keystone/mon.h,arch/arm/mach-keystone/include/mach/mon.h
arch/arm/include/asm/arch-keystone/msmc.h,arch/arm/mach-keystone/include/mach/msmc.h
arch/arm/include/asm/arch-keystone/psc_defs.h,arch/arm/mach-keystone/include/mach/psc_defs.h
arch/arm/include/asm/arch-keystone/xhci-keystone.h,arch/arm/mach-keystone/include/mach/xhci-keystone.h
drivers/net/fsl_mc/Makefile,drivers/net/fsl-mc/Makefile
drivers/net/fsl_mc/mc.c,drivers/net/fsl-mc/mc.c
include/fsl_mc.h,include/fsl-mc/fsl_mc.h
arch/sh/lib/ashiftlt.S,arch/sh/lib/ashlsi3.S
arch/sh/lib/lshiftrt.S,arch/sh/lib/lshrsi3.S
arch/arm/cpu/armv7/uniphier/Kconfig,arch/arm/mach-uniphier/Kconfig
arch/arm/cpu/armv7/uniphier/Makefile,arch/arm/mach-uniphier/Makefile
arch/arm/cpu/armv7/uniphier/board_common.c,arch/arm/mach-uniphier/board_common.c
arch/arm/cpu/armv7/uniphier/board_early_init_f.c,arch/arm/mach-uniphier/board_early_init_f.c,arch/arm/mach-uniphier/board_init.c
arch/arm/cpu/armv7/uniphier/board_early_init_r.c,arch/arm/mach-uniphier/board_early_init_r.c
